"node1","node2","Pin_Pout","Pin_Nout","Nin_Pout","Nin_Nout","Pin_Pin","Pin_Nin","Nin_Pin","Nin_Nin","Pout_Pin","Pout_Nin","Nout_Pin","Nout_Nin","Pout_Pout","Pout_Nout","Nout_Pout","Nout_Nout"
12,8816,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
13,8817,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
13,1027,Inf,Inf,Inf,Inf,2,6,2,Inf,2,2,2,5,2,2,Inf,Inf
14,200,6,6,5,4,5,1,4,1,7,1,1,1,6,5,1,1
15,200,6,4,5,4,5,1,4,1,6,1,1,1,5,4,1,1
16,1123,8,7,7,6,7,1,5,1,6,1,1,1,6,6,1,1
16,1018,Inf,6,Inf,5,Inf,1,Inf,1,Inf,1,1,1,Inf,5,1,1
9,8818,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
9,200,7,7,7,5,2,4,2,4,2,2,2,2,2,2,4,4
18,4797,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
19,1188,8,5,7,5,2,1,2,1,2,1,1,1,2,2,1,1
20,1188,9,6,7,5,2,1,2,1,2,1,1,1,2,2,1,1
21,1534,8,6,6,4,2,5,2,4,2,2,2,4,2,2,6,5
22,1676,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,10,Inf,1,1
24,8820,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,6,2,2,Inf,Inf
24,532,Inf,Inf,Inf,Inf,Inf,1,Inf,1,9,1,1,1,13,6,1,1
25,1534,9,7,Inf,Inf,2,6,2,Inf,2,2,2,4,2,2,6,4
26,1534,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,5,2,2,4,3
27,1188,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,6,2,2,5,8
27,2023,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,6,Inf,1,1
27,8821,Inf,Inf,Inf,Inf,Inf,1,Inf,1,9,1,1,1,Inf,Inf,1,1
20,1192,5,4,5,3,2,5,2,3,2,2,2,4,2,2,5,4
26,1192,Inf,Inf,Inf,Inf,Inf,1,Inf,1,5,1,1,1,5,4,1,1
29,1192,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
29,8822,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
30,1676,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
31,1676,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
32,8820,Inf,Inf,Inf,Inf,7,1,6,1,10,1,1,1,Inf,Inf,1,1
33,8820,Inf,Inf,Inf,Inf,2,9,2,Inf,2,2,2,5,2,2,Inf,Inf
34,1534,7,5,7,5,2,4,2,4,2,2,2,4,2,2,6,5
20,1534,7,5,6,4,2,5,2,3,2,2,2,5,2,2,6,5
19,1192,6,4,5,3,5,1,4,1,6,1,1,1,6,5,1,1
35,1192,6,5,4,3,2,3,2,2,2,2,2,2,2,2,4,3
35,1531,8,Inf,7,Inf,2,5,2,4,2,2,2,6,2,2,4,Inf
36,8823,Inf,Inf,Inf,Inf,2,1,2,1,2,1,1,1,2,2,1,1
37,8823,Inf,Inf,Inf,Inf,2,5,2,4,2,2,2,4,2,2,Inf,Inf
38,8825,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
38,8826,Inf,Inf,Inf,Inf,8,1,8,1,10,1,1,1,Inf,Inf,1,1
39,8826,Inf,Inf,Inf,Inf,2,Inf,2,8,2,2,2,9,2,2,Inf,Inf
41,8828,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,8,2,2,Inf,Inf
43,8829,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
43,8824,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
44,8829,Inf,Inf,Inf,Inf,Inf,1,10,1,6,1,1,1,Inf,Inf,1,1
45,8823,Inf,Inf,Inf,Inf,2,Inf,2,5,2,2,2,5,2,2,Inf,Inf
46,8830,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
47,8830,Inf,Inf,Inf,Inf,2,7,2,7,2,2,2,Inf,2,2,Inf,Inf
47,8831,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
41,8832,Inf,Inf,Inf,Inf,Inf,1,Inf,1,9,1,1,1,Inf,Inf,1,1
48,8833,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
48,8834,Inf,Inf,Inf,Inf,6,1,8,1,11,1,1,1,Inf,Inf,1,1
49,8834,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
50,8834,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
50,8835,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
51,8836,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
52,8836,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
53,8837,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
53,8838,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
54,8838,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
56,8839,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
57,313,5,6,4,3,5,1,5,1,6,1,1,1,5,5,1,1
58,313,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
59,313,4,6,Inf,Inf,6,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
60,313,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,4,2,2,4,4
60,314,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,6,Inf,1,1
61,314,8,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,9,Inf,1,1
62,667,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,10,2,2,5,6
63,667,Inf,Inf,Inf,Inf,2,1,2,1,2,1,1,1,2,2,1,1
64,667,Inf,Inf,Inf,Inf,Inf,1,Inf,1,11,1,1,1,7,7,1,1
64,320,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,7,6
65,8840,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
65,8841,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
66,318,Inf,Inf,Inf,Inf,Inf,1,Inf,1,6,1,1,1,5,4,1,1
66,997,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,6,2,2,5,3
67,997,8,6,6,4,8,1,6,1,7,1,1,1,6,4,1,1
67,318,7,6,5,4,2,1,2,1,2,1,1,1,2,2,1,1
67,313,8,7,5,5,8,1,6,1,8,1,1,1,5,5,1,1
68,4517,Inf,Inf,10,Inf,Inf,1,7,1,Inf,1,1,1,Inf,Inf,1,1
60,318,Inf,Inf,Inf,Inf,Inf,1,Inf,1,7,1,1,1,6,5,1,1
61,315,7,6,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,5,4
63,320,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,5,5
63,319,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,4,2,2,5,5
63,313,Inf,Inf,Inf,Inf,Inf,1,Inf,1,8,1,1,1,6,6,1,1
70,313,Inf,Inf,6,6,2,Inf,2,4,2,2,2,6,2,2,5,5
65,318,Inf,Inf,Inf,Inf,Inf,1,Inf,1,7,1,1,1,6,5,1,1
71,4415,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
61,319,7,6,Inf,Inf,6,1,Inf,1,6,1,1,1,7,7,1,1
73,1818,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
74,255,6,7,6,6,2,Inf,2,Inf,2,2,2,Inf,2,2,4,5
75,257,7,6,6,5,2,5,2,4,2,2,2,3,2,2,3,2
76,3928,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,10,2,2,7,5
77,3928,15,13,10,7,10,1,7,1,Inf,1,1,1,Inf,Inf,1,1
78,4198,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
79,4198,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
80,8842,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
79,8843,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
79,8844,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
81,8845,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
83,8847,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
83,1790,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
84,1790,15,14,8,7,Inf,1,Inf,1,Inf,1,1,1,8,7,1,1
74,267,Inf,8,Inf,7,6,1,4,1,5,1,1,1,Inf,7,1,1
74,257,4,3,3,3,5,1,4,1,5,1,1,1,4,3,1,1
85,1796,Inf,Inf,Inf,Inf,Inf,1,Inf,1,10,1,1,1,7,7,1,1
86,8848,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
79,261,8,7,7,6,2,9,2,8,2,2,2,6,2,2,6,4
79,8849,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
81,8849,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
87,1795,10,8,Inf,Inf,2,7,2,Inf,2,2,2,10,2,2,10,8
88,1795,10,14,9,13,8,1,7,1,Inf,1,1,1,Inf,Inf,1,1
89,1795,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
90,383,5,4,3,3,2,1,2,1,2,1,1,1,2,2,1,1
91,383,5,5,3,3,5,1,3,1,6,1,1,1,6,5,1,1
92,383,6,5,7,5,2,4,2,5,2,2,2,3,2,2,4,3
93,8851,Inf,Inf,Inf,Inf,Inf,1,Inf,1,11,1,1,1,Inf,Inf,1,1
94,395,7,6,9,10,2,7,2,7,2,2,2,6,2,2,5,3
94,388,7,5,9,9,6,1,6,1,8,1,1,1,6,6,1,1
95,388,8,6,Inf,Inf,7,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
96,388,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,6,2,2,7,6
98,643,8,6,7,5,2,7,2,6,2,2,2,7,2,2,5,5
98,8852,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
98,383,5,4,4,3,2,1,2,1,2,1,1,1,2,2,1,1
99,383,4,3,4,3,2,1,2,1,2,1,1,1,2,2,1,1
100,383,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
101,8853,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
103,8851,Inf,Inf,Inf,Inf,2,9,2,5,2,2,2,3,2,2,Inf,Inf
104,4949,9,7,11,8,6,1,6,1,13,1,1,1,9,8,1,1
105,388,7,6,6,5,2,1,2,1,2,1,1,1,2,2,1,1
107,388,Inf,Inf,6,5,2,Inf,2,4,2,2,2,5,2,2,5,4
107,8854,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
107,8855,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
107,384,Inf,Inf,6,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,4,Inf
107,383,Inf,Inf,4,3,Inf,1,4,1,7,1,1,1,6,5,1,1
109,383,7,6,5,5,5,1,4,1,6,1,1,1,6,5,1,1
109,5213,8,7,6,7,6,1,6,1,6,1,1,1,6,6,1,1
110,5213,8,7,5,6,2,5,2,5,2,2,2,Inf,2,2,Inf,Inf
111,5213,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
112,677,6,5,5,4,2,1,2,1,2,1,1,1,2,2,1,1
112,685,8,7,7,6,2,6,2,5,2,2,2,7,2,2,6,4
112,1259,Inf,9,Inf,8,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,7
113,8856,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
114,8857,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
117,8858,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
118,8860,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
118,8861,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
119,685,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,8,2,2,7,6
112,8862,Inf,Inf,Inf,Inf,7,1,6,1,8,1,1,1,Inf,Inf,1,1
112,8863,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
112,1577,8,Inf,7,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,8,Inf
112,8864,Inf,Inf,Inf,Inf,6,1,5,1,7,1,1,1,Inf,Inf,1,1
120,8864,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
121,8864,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,9,2,2,Inf,Inf
121,8865,Inf,Inf,Inf,Inf,Inf,1,Inf,1,11,1,1,1,Inf,Inf,1,1
113,677,11,10,Inf,Inf,8,1,Inf,1,8,1,1,1,8,7,1,1
122,1394,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
117,8866,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
123,1265,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
123,8867,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
123,8869,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
124,8870,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
125,1579,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
125,8873,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
125,8874,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
126,8874,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
127,430,5,4,4,3,5,1,4,1,5,1,1,1,4,3,1,1
127,8875,Inf,Inf,Inf,Inf,6,1,6,1,8,1,1,1,Inf,Inf,1,1
128,8875,Inf,Inf,Inf,Inf,Inf,1,6,1,Inf,1,1,1,Inf,Inf,1,1
129,434,9,6,7,5,2,1,2,1,2,1,1,1,2,2,1,1
129,3716,Inf,9,Inf,9,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,4
129,745,6,5,6,5,2,Inf,2,Inf,2,2,2,Inf,2,2,5,4
130,430,Inf,Inf,Inf,Inf,Inf,1,Inf,1,7,1,1,1,7,6,1,1
131,430,6,5,5,4,2,4,2,3,2,2,2,4,2,2,3,2
132,8875,Inf,Inf,Inf,Inf,2,7,2,5,2,2,2,5,2,2,Inf,Inf
127,8876,Inf,Inf,Inf,Inf,2,6,2,5,2,2,2,6,2,2,Inf,Inf
133,8876,Inf,Inf,Inf,Inf,6,1,6,1,8,1,1,1,Inf,Inf,1,1
134,8877,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
134,8878,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
135,8878,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
135,434,9,6,Inf,Inf,6,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
129,752,11,6,11,4,2,Inf,2,Inf,2,2,2,Inf,2,2,4,3
129,447,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
129,1093,6,Inf,6,Inf,9,1,7,1,9,1,1,1,5,Inf,1,1
137,1092,Inf,7,Inf,9,Inf,1,Inf,1,Inf,1,1,1,Inf,5,1,1
127,980,7,Inf,6,Inf,6,1,5,1,7,1,1,1,7,Inf,1,1
127,445,4,4,5,3,2,6,2,5,2,2,2,7,2,2,3,3
139,439,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
140,341,6,5,Inf,Inf,2,5,2,Inf,2,2,2,3,2,2,4,3
141,350,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,4,2,2,4,3
142,8879,Inf,Inf,Inf,Inf,9,1,8,1,10,1,1,1,Inf,Inf,1,1
143,8879,Inf,Inf,Inf,Inf,2,6,2,Inf,2,2,2,4,2,2,Inf,Inf
143,8880,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
144,345,13,9,6,6,8,1,8,1,Inf,1,1,1,Inf,Inf,1,1
145,345,9,7,Inf,Inf,2,1,2,1,2,1,1,1,2,2,1,1
146,1550,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
140,342,6,5,Inf,Inf,6,1,Inf,1,5,1,1,1,5,4,1,1
147,350,8,7,5,3,6,1,5,1,5,1,1,1,5,4,1,1
147,3702,Inf,Inf,Inf,Inf,2,6,2,5,2,2,2,3,2,2,Inf,Inf
148,3702,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
149,3702,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
140,4061,7,6,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,6,5
140,3702,Inf,Inf,Inf,Inf,2,6,2,Inf,2,2,2,4,2,2,Inf,Inf
140,343,11,5,Inf,Inf,2,6,2,Inf,2,2,2,4,2,2,8,3
141,343,Inf,Inf,Inf,Inf,Inf,1,Inf,1,6,1,1,1,9,4,1,1
150,344,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
151,1541,Inf,7,Inf,Inf,8,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
152,1661,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
143,1661,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
143,8881,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
153,8881,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
154,3702,Inf,Inf,Inf,Inf,2,5,2,4,2,2,2,4,2,2,Inf,Inf
141,3702,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,5,2,2,Inf,Inf
156,1741,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
157,301,5,6,4,5,2,1,2,1,2,1,1,1,2,2,1,1
158,301,5,6,6,7,2,4,2,6,2,2,2,Inf,2,2,Inf,Inf
159,301,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,4,2,2,3,4
160,302,7,6,7,7,5,1,7,1,Inf,1,1,1,Inf,Inf,1,1
161,8883,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
162,304,10,Inf,Inf,Inf,2,8,2,Inf,2,2,2,8,2,2,9,Inf
163,304,Inf,Inf,9,Inf,2,Inf,2,6,2,2,2,Inf,2,2,Inf,Inf
164,305,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
165,305,Inf,Inf,Inf,Inf,Inf,1,Inf,1,10,1,1,1,8,5,1,1
166,305,8,8,7,7,2,5,2,4,2,2,2,6,2,2,5,5
167,618,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
168,309,Inf,7,Inf,5,6,1,4,1,6,1,1,1,Inf,5,1,1
169,309,Inf,8,Inf,7,6,1,5,1,6,1,1,1,Inf,6,1,1
169,303,9,7,7,5,6,1,5,1,6,1,1,1,7,6,1,1
170,303,7,4,7,6,2,5,2,5,2,2,2,5,2,2,7,6
171,8884,Inf,Inf,Inf,Inf,2,5,2,5,2,2,2,5,2,2,Inf,Inf
172,8884,Inf,Inf,Inf,Inf,6,1,6,1,Inf,1,1,1,Inf,Inf,1,1
173,301,Inf,Inf,Inf,Inf,Inf,1,Inf,1,9,1,1,1,6,7,1,1
173,8885,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,8,2,2,Inf,Inf
160,8885,Inf,Inf,Inf,Inf,9,1,9,1,Inf,1,1,1,Inf,Inf,1,1
160,308,Inf,6,Inf,7,6,1,7,1,Inf,1,1,1,Inf,Inf,1,1
174,308,Inf,Inf,Inf,7,2,Inf,2,7,2,2,2,7,2,2,Inf,6
160,8886,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
175,8886,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
175,305,7,10,Inf,Inf,2,8,2,Inf,2,2,2,6,2,2,8,6
176,305,8,8,7,7,5,1,5,1,7,1,1,1,6,5,1,1
176,306,9,8,8,8,2,4,2,3,2,2,2,6,2,2,8,7
167,309,Inf,8,Inf,6,2,4,2,3,2,2,2,5,2,2,Inf,5
167,301,6,5,5,4,2,6,2,4,2,2,2,4,2,2,5,4
167,302,5,4,4,3,2,5,2,3,2,2,2,3,2,2,4,4
170,308,Inf,5,Inf,4,2,5,2,4,2,2,2,8,2,2,Inf,4
170,8887,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
177,497,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,5,2,2,6,5
178,8888,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
179,8888,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
180,8891,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
181,1156,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,9,Inf,1,1
182,1156,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
183,509,7,Inf,6,Inf,7,1,7,1,7,1,1,1,7,Inf,1,1
184,509,5,Inf,6,Inf,7,1,5,1,7,1,1,1,6,Inf,1,1
177,509,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,4,2,2,6,Inf
177,934,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,4,2,2,4,4
185,934,6,5,Inf,Inf,2,5,2,Inf,2,2,2,6,2,2,6,4
185,8892,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
179,8893,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
186,8894,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
186,8895,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
177,8896,Inf,Inf,Inf,Inf,2,Inf,2,Inf,2,2,2,Inf,2,2,Inf,Inf
177,8897,Inf,Inf,Inf,Inf,Inf,1,Inf,1,7,1,1,1,Inf,Inf,1,1
186,8897,Inf,Inf,Inf,Inf,2,6,2,5,2,2,2,3,2,2,Inf,Inf
186,8898,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
179,8898,Inf,Inf,Inf,Inf,Inf,1,Inf,1,Inf,1,1,1,Inf,Inf,1,1
181,8899,Inf,Inf,Inf,Inf,2,1,2,1,2,1,1,1,2,2,1,1
187,8899,Inf,Inf,Inf,Inf,Inf,1,Inf,1,7,1,1,1,Inf,Inf,1,1
188,7523,Inf,Inf,8,6,2,Inf,2,6,2,2,2,Inf,2,2,Inf,Inf
